FitMethod,sigmaC,TemporalRes,TrueRelKt,TrueRelVe,TrueKep,TrueVp,errKt,errVe,errKep,errVp,stdErrKt,stdErrVe,stdErrKep,stdErrVp,meanResid,stdResid,fracImag
ERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.001000,-38.293481,-47.576924,-0.351057,9.262682,47.685836,60.947765,13.520462,356.812273,NaN,NaN,0.000000
CERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.001000,-1.288709,-0.431567,-5.089895,142.520678,1.317708,0.575160,1.042951,243.610084,NaN,NaN,0.000000
ERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.001000,-1.392025,-0.625690,-4.037612,103.783178,1.892030,0.676515,12.000801,242.300756,NaN,NaN,0.000000
ETM,0.010000,10.000000,3.571429,2.857143,0.625000,0.001000,0.315015,-0.216928,0.425724,90.516438,9.564886,2.056378,8.069417,820.834309,NaN,NaN,0.000000
ERTM,0.010000,10.000000,3.571429,2.857143,0.625000,0.001000,0.407807,-0.096793,0.504784,6.357998,1.542491,0.581613,1.407132,219.467732,NaN,NaN,0.000000
CERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.001000,-1.340254,-0.473229,-7.278797,122.832255,2.243319,0.913874,1.598698,426.113750,NaN,NaN,0.000000
ERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.001000,-41.800279,-52.177835,-0.481892,1.566331,48.116373,62.065347,18.868541,481.545228,NaN,NaN,0.000000
CERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.001000,-1.866670,-0.616759,-7.635592,204.968291,1.727758,0.748577,1.376464,317.076173,NaN,NaN,0.000000
ERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.001000,-1.929853,-0.887828,-6.113108,147.232752,2.465410,0.907845,16.605631,309.231150,NaN,NaN,0.000000
ETM,0.010000,15.000000,3.571429,2.857143,0.625000,0.001000,-2.973596,-3.541303,0.459625,1618.908990,20.320057,5.881013,18.932486,3474.452881,NaN,NaN,0.000000
ERTM,0.010000,15.000000,3.571429,2.857143,0.625000,0.001000,0.745458,-0.166900,0.911854,6.109024,2.052071,0.785235,1.784598,313.731141,NaN,NaN,0.000000
CERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.001000,-1.788032,-0.630751,-9.366675,170.464680,2.622205,1.070736,1.869189,505.502252,NaN,NaN,0.000000
ERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.001000,-43.172975,-53.940367,-0.708354,16.391454,48.045100,62.385467,23.021122,573.681666,NaN,NaN,0.000000
CERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.001000,-2.388525,-0.791067,-9.769086,265.587404,2.042598,0.887807,1.628661,378.999935,NaN,NaN,0.000000
ERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.001000,-2.442905,-1.153424,-7.503686,191.991680,2.900341,1.103998,20.153624,371.107739,NaN,NaN,0.000000
ETM,0.010000,1.000000,3.571429,2.857143,0.625000,0.005000,-0.005625,-0.000738,-0.004769,0.115942,0.403797,0.154460,0.403595,8.701013,NaN,NaN,0.000000
ERTM,0.010000,1.000000,3.571429,2.857143,0.625000,0.005000,0.760633,0.290148,0.469160,-25.712746,0.620220,0.150511,0.605775,9.737019,NaN,NaN,0.000000
CERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.005000,-0.021567,-0.004521,-0.081132,0.403542,0.802327,0.335593,0.581380,29.477155,NaN,NaN,0.000000
ERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.005000,-0.119016,-0.001639,0.052548,-0.111160,3.918925,0.412893,6.059400,32.721564,NaN,NaN,0.000000
CERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.005000,-0.021836,-0.004599,-0.081320,0.411460,0.801410,0.335329,0.580870,29.447657,NaN,NaN,0.000000
ERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.005000,0.020975,-0.000228,0.050004,-0.097868,1.174768,0.411498,6.056234,32.677915,NaN,NaN,0.000000
ETM,0.010000,5.000000,3.571429,2.857143,0.625000,0.005000,0.066014,-0.011197,0.077756,0.006572,0.917782,0.351372,0.908808,19.792917,NaN,NaN,0.000000
ERTM,0.010000,5.000000,3.571429,2.857143,0.625000,0.005000,-0.089537,-0.118211,0.029114,8.214699,1.027367,0.371338,1.000451,25.459792,NaN,NaN,0.000000
CERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.005000,-0.311442,-0.099743,-1.606170,6.520441,1.729829,0.719678,1.257447,63.476173,NaN,NaN,0.000000
ERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.005000,-8.072864,-9.086676,-0.072652,0.980576,26.794682,32.581642,13.537155,70.739670,NaN,NaN,0.000000
CERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.005000,-0.351993,-0.111331,-1.634242,7.726710,1.662236,0.697760,1.224583,60.957194,NaN,NaN,0.000000
ERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.005000,-0.305398,-0.169664,-0.579069,3.603350,2.260071,0.791725,13.061936,65.658773,NaN,NaN,0.000000
ETM,0.010000,10.000000,3.571429,2.857143,0.625000,0.005000,0.390397,-0.233744,0.519232,21.748657,9.536937,2.059609,8.051630,164.966314,NaN,NaN,0.000000
ERTM,0.010000,10.000000,3.571429,2.857143,0.625000,0.005000,0.024702,-0.240801,0.265498,14.099335,1.598708,0.623556,1.430502,48.351875,NaN,NaN,0.000000
CERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.005000,-0.681649,-0.215007,-3.674205,13.457874,2.335753,0.974879,1.687513,87.046187,NaN,NaN,0.000000
ERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.005000,-15.538282,-18.708324,-0.143502,0.765176,35.405954,44.929849,19.037030,97.770859,NaN,NaN,0.000000
CERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.005000,-0.820115,-0.253954,-3.768831,17.635718,2.132785,0.910761,1.592007,79.420082,NaN,NaN,0.000000
ERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.005000,-0.748486,-0.394807,-1.682250,8.827567,2.888680,1.012813,17.875056,84.409414,NaN,NaN,0.000000
ETM,0.010000,15.000000,3.571429,2.857143,0.625000,0.005000,-3.282118,-3.562015,0.171629,323.170116,19.995682,5.811303,18.685289,689.533999,NaN,NaN,0.000000
ERTM,0.010000,15.000000,3.571429,2.857143,0.625000,0.005000,0.412114,-0.287781,0.696292,12.696298,2.386499,0.974715,1.905664,83.985185,NaN,NaN,0.000000
CERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.005000,-0.976388,-0.309580,-4.808948,20.999925,2.872762,1.215070,2.041216,111.458669,NaN,NaN,0.000000
ERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.005000,-20.936060,-25.689071,0.245631,3.019777,39.596790,50.946380,23.142364,124.201045,NaN,NaN,0.000000
CERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.005000,-1.234415,-0.381245,-4.984433,28.842148,2.537438,1.107735,1.890318,98.510460,NaN,NaN,0.000000
ERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.005000,-1.160903,-0.625774,-2.492789,17.341071,3.421264,1.201174,21.491285,102.614510,NaN,NaN,0.000000
ETM,0.010000,1.000000,3.571429,2.857143,0.625000,0.050000,0.003580,0.000801,0.002903,-0.008811,0.403985,0.156922,0.404136,0.873024,NaN,NaN,0.000000
ERTM,0.010000,1.000000,3.571429,2.857143,0.625000,0.050000,7.713940,2.920212,4.657346,-26.112185,0.820969,0.222097,0.712956,1.771124,NaN,NaN,0.000000
CERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.050000,0.042828,0.001523,0.180115,-0.122207,0.812302,0.343620,0.587880,2.984660,NaN,NaN,0.000000
ERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.050000,0.080515,0.006775,0.267720,-0.157568,0.881229,0.419795,6.085679,3.309944,NaN,NaN,0.000000
CERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.050000,0.042828,0.001523,0.180115,-0.122207,0.812302,0.343620,0.587880,2.984660,NaN,NaN,0.000000
ERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.050000,0.080515,0.006775,0.267720,-0.157568,0.881229,0.419795,6.085679,3.309944,NaN,NaN,0.000000
ETM,0.010000,5.000000,3.571429,2.857143,0.625000,0.050000,0.059221,-0.008772,0.068540,-0.014356,0.928090,0.354695,0.918552,1.988159,NaN,NaN,0.000000
ERTM,0.010000,5.000000,3.571429,2.857143,0.625000,0.050000,-2.413329,-1.019737,-1.407781,8.910309,1.082726,0.387461,1.039638,2.795226,NaN,NaN,0.000000
CERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.050000,0.049486,0.026578,-0.114237,-0.141119,1.814038,0.755556,1.311848,6.619707,NaN,NaN,0.000000
ERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.050000,0.268201,0.043321,0.553032,-0.396440,2.005902,0.938939,13.946033,7.371540,NaN,NaN,0.000000
CERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.050000,0.049486,0.026578,-0.114237,-0.141119,1.814038,0.755556,1.311848,6.619707,NaN,NaN,0.000000
ERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.050000,0.268201,0.043321,0.553032,-0.396440,2.005902,0.938939,13.946033,7.371540,NaN,NaN,0.000000
ETM,0.010000,10.000000,3.571429,2.857143,0.625000,0.050000,0.515296,-0.185136,0.595083,1.697761,9.592115,2.046124,8.111045,16.438497,NaN,NaN,0.000000
ERTM,0.010000,10.000000,3.571429,2.857143,0.625000,0.050000,-3.817918,-1.759770,-2.163194,15.123676,5.317840,2.525921,3.111620,23.499438,NaN,NaN,0.000000
CERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.050000,0.303893,0.023750,0.994284,-0.801942,3.454477,1.737593,2.107364,16.051374,NaN,NaN,0.000000
ERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.050000,0.890713,0.182944,2.110049,-1.345550,4.235744,1.773874,21.072484,18.321550,NaN,NaN,0.000000
CERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.050000,0.303893,0.023750,0.994284,-0.801942,3.454477,1.737593,2.107364,16.051374,NaN,NaN,0.000000
ERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.050000,0.890713,0.182944,2.110049,-1.345550,4.235744,1.773874,21.072484,18.321550,NaN,NaN,0.000000
ETM,0.010000,15.000000,3.571429,2.857143,0.625000,0.050000,-3.497377,-3.592535,-0.007652,32.180735,20.017530,5.741664,18.809660,68.761132,NaN,NaN,0.000000
ERTM,0.010000,15.000000,3.571429,2.857143,0.625000,0.050000,-2.833985,-1.655947,-1.615244,13.827975,12.663441,6.356075,6.750187,60.264628,NaN,NaN,0.000000
CERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.050000,0.437837,0.019427,1.328360,-0.866278,8.151598,4.677796,3.842562,43.982947,NaN,NaN,0.000000
ERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.050000,2.788215,1.305827,2.081752,-2.594452,10.529032,4.152643,33.867321,50.236978,NaN,NaN,0.000000
CERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.050000,0.437837,0.019427,1.328360,-0.866278,8.151598,4.677796,3.842562,43.982947,NaN,NaN,0.000000
ERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.050000,2.849119,1.306581,2.078679,-2.591225,10.229616,4.146936,33.844246,50.228338,NaN,NaN,0.000000
ETM,0.010000,1.000000,3.571429,2.857143,0.625000,0.100000,0.006362,0.003785,0.002694,-0.013374,0.417278,0.159271,0.414986,0.445781,NaN,NaN,0.000000
ERTM,0.010000,1.000000,3.571429,2.857143,0.625000,0.100000,15.752689,5.880644,9.322175,-26.175397,1.203189,0.359622,0.899410,1.538138,NaN,NaN,0.000000
CERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.100000,0.042214,-0.070829,0.588437,-0.135425,0.835193,0.353157,0.603782,1.542103,NaN,NaN,0.000000
ERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.100000,0.086664,-0.073279,0.745839,-0.166095,0.799915,0.948052,6.298631,1.732981,NaN,NaN,0.000000
CERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.100000,0.042214,-0.070829,0.588437,-0.135425,0.835193,0.353157,0.603782,1.542103,NaN,NaN,0.000000
ERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.100000,0.086664,-0.073279,0.745839,-0.166095,0.799915,0.948052,6.298631,1.732981,NaN,NaN,0.000000
ETM,0.010000,5.000000,3.571429,2.857143,0.625000,0.100000,0.062104,-0.006089,0.068770,-0.016750,0.932765,0.357207,0.925799,0.990062,NaN,NaN,0.000000
ERTM,0.010000,5.000000,3.571429,2.857143,0.625000,0.100000,-4.954153,-2.017497,-2.997366,8.959806,1.209337,0.441311,1.133897,1.658857,NaN,NaN,0.000000
CERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.100000,0.138764,-0.100423,1.054782,-0.331640,1.851848,0.775374,1.349597,3.368475,NaN,NaN,0.000000
ERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.100000,0.346424,-0.082977,1.624111,-0.444468,1.779855,2.071826,13.954164,3.753589,NaN,NaN,0.000000
CERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.100000,0.138764,-0.100423,1.054782,-0.331640,1.851848,0.775374,1.349597,3.368475,NaN,NaN,0.000000
ERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.100000,0.346424,-0.082977,1.624111,-0.444468,1.779855,2.071826,13.954164,3.753589,NaN,NaN,0.000000
ETM,0.010000,10.000000,3.571429,2.857143,0.625000,0.100000,0.456138,-0.216731,0.566851,1.007239,9.577787,2.064046,8.080349,8.241062,NaN,NaN,0.000000
ERTM,0.010000,10.000000,3.571429,2.857143,0.625000,0.100000,-7.889584,-3.394533,-4.929768,15.041942,10.058842,4.926270,5.730653,23.186069,NaN,NaN,0.000000
CERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.100000,0.579237,-0.266966,3.414005,-1.284305,5.544414,3.101582,2.825567,14.238626,NaN,NaN,0.000000
ERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.100000,1.853102,0.387876,4.539136,-1.776235,6.183771,3.481100,25.660038,16.320502,NaN,NaN,0.000000
CERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.100000,0.579237,-0.266966,3.414005,-1.284305,5.544414,3.101582,2.825567,14.238626,NaN,NaN,0.000000
ERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.100000,1.853102,0.387876,4.539136,-1.776235,6.183771,3.481100,25.660038,16.320502,NaN,NaN,0.000000
ETM,0.010000,15.000000,3.571429,2.857143,0.625000,0.100000,-3.088527,-3.678785,0.513862,17.034612,19.974837,5.819904,18.766403,34.819862,NaN,NaN,0.000000
ERTM,0.010000,15.000000,3.571429,2.857143,0.625000,0.100000,-4.853105,-2.589301,-4.005259,11.588625,24.451719,12.504973,13.305963,59.793398,NaN,NaN,0.000000
CERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.100000,1.577441,-0.117099,4.974772,-2.943017,15.932549,9.419924,6.999406,42.931394,NaN,NaN,0.000000
ERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.100000,10.322364,6.212862,1.228898,-5.185423,16.015579,9.302393,54.512902,48.252043,NaN,NaN,0.000000
CERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.100000,1.577441,-0.117099,4.974772,-2.943017,15.932549,9.419924,6.999406,42.931394,NaN,NaN,0.000000
ERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.100000,10.148579,4.873861,1.699098,-5.206809,15.994039,8.044826,53.517520,48.221829,NaN,NaN,0.000000
ETM,0.010000,1.000000,3.571429,2.857143,0.625000,0.150000,0.003231,0.002809,0.000550,-0.006812,0.420014,0.160364,0.419669,0.293299,NaN,NaN,0.000000
ERTM,0.010000,1.000000,3.571429,2.857143,0.625000,0.150000,24.072089,8.857963,13.972849,-26.152994,1.631221,0.512064,1.100157,1.483994,NaN,NaN,0.000000
CERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.150000,0.003827,-0.177535,0.849635,-0.139217,0.858520,0.365198,0.617257,1.058980,NaN,NaN,0.000000
ERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.150000,0.053160,-0.167430,0.954733,-0.153929,0.994145,1.549077,6.504934,1.193254,NaN,NaN,0.000000
CERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.150000,0.003827,-0.177535,0.849635,-0.139217,0.858520,0.365198,0.617257,1.058980,NaN,NaN,0.000000
ERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.150000,0.053160,-0.167430,0.954733,-0.153929,0.994145,1.549077,6.504934,1.193254,NaN,NaN,0.000000
ETM,0.010000,5.000000,3.571429,2.857143,0.625000,0.150000,0.088025,-0.008357,0.097047,-0.020199,0.937899,0.364382,0.936940,0.664292,NaN,NaN,0.000000
ERTM,0.010000,5.000000,3.571429,2.857143,0.625000,0.150000,-7.442724,-3.002551,-4.578714,8.946177,1.364252,0.508018,1.232434,1.337717,NaN,NaN,0.000000
CERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.150000,0.098433,-0.334783,1.762067,-0.347970,1.920724,0.811250,1.392633,2.328771,NaN,NaN,0.000000
ERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.150000,0.341397,-0.321854,2.462370,-0.442072,2.204147,3.406076,14.619213,2.634305,NaN,NaN,0.000000
CERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.150000,0.098433,-0.334783,1.762067,-0.347970,1.920724,0.811250,1.392633,2.328771,NaN,NaN,0.000000
ERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.150000,0.341397,-0.321854,2.462370,-0.442072,2.204147,3.406076,14.619213,2.634305,NaN,NaN,0.000000
ETM,0.010000,10.000000,3.571429,2.857143,0.625000,0.150000,0.510458,-0.224585,0.630621,0.720996,9.566150,2.057956,8.086184,5.511856,NaN,NaN,0.000000
ERTM,0.010000,10.000000,3.571429,2.857143,0.625000,0.150000,-11.611712,-4.944184,-7.651086,14.864849,14.704538,7.318377,8.544040,23.162997,NaN,NaN,0.000000
CERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.150000,0.601595,-0.821449,5.133376,-1.346420,7.926109,4.567680,3.744850,13.861657,NaN,NaN,0.000000
ERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.150000,3.255497,0.784711,6.654387,-1.971811,8.046826,5.710753,32.199561,15.939199,NaN,NaN,0.000000
CERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.150000,0.601595,-0.821449,5.133376,-1.346420,7.926109,4.567680,3.744850,13.861657,NaN,NaN,0.000000
ERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.150000,3.255474,0.784711,6.654447,-1.971815,8.046783,5.710753,32.199368,15.939192,NaN,NaN,0.000000
ETM,0.010000,15.000000,3.571429,2.857143,0.625000,0.150000,-3.219584,-3.695849,0.398082,11.391179,19.864685,5.797589,18.677548,23.097888,NaN,NaN,0.000000
ERTM,0.010000,15.000000,3.571429,2.857143,0.625000,0.150000,-6.587912,-3.546500,-6.911699,11.478540,35.388600,18.350065,19.994462,59.278767,NaN,NaN,0.000000
CERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.150000,2.703227,-3.601731,22.018123,-4.971265,28.049539,16.830744,13.334552,44.076299,NaN,NaN,0.000000
ERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.150000,24.674677,20.042942,-4.140840,-6.411884,22.477669,27.530539,82.581622,47.203471,NaN,NaN,0.000000
CERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.150000,2.703227,-3.601731,22.018123,-4.971265,28.049539,16.830744,13.334552,44.076299,NaN,NaN,0.000000
ERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.150000,21.090686,8.174735,2.255249,-6.443141,20.820596,12.429118,72.015304,47.164510,NaN,NaN,0.000000
ETM,0.010000,1.000000,3.571429,2.857143,0.625000,0.200000,0.014997,0.003888,0.011236,-0.008818,0.425187,0.162966,0.423893,0.224403,NaN,NaN,0.000000
ERTM,0.010000,1.000000,3.571429,2.857143,0.625000,0.200000,32.744543,11.862403,18.661872,-26.161059,2.152263,0.674075,1.343922,1.471053,NaN,NaN,0.000000
CERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.200000,-0.051289,-0.352186,1.223822,-0.165129,0.905462,0.384195,0.643233,0.832982,NaN,NaN,0.000000
ERRM,0.010000,1.000000,3.571429,2.857143,0.625000,0.200000,0.006913,-0.337716,1.362160,-0.179672,1.361289,2.160805,6.733649,0.943385,NaN,NaN,0.000000
CERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.200000,-0.051289,-0.352186,1.223822,-0.165129,0.905462,0.384195,0.643233,0.832982,NaN,NaN,0.000000
ERRM-NN,0.010000,1.000000,3.571429,2.857143,0.625000,0.200000,0.006913,-0.337716,1.362160,-0.179672,1.361289,2.160805,6.733649,0.943385,NaN,NaN,0.000000
ETM,0.010000,5.000000,3.571429,2.857143,0.625000,0.200000,0.077113,-0.003695,0.081440,-0.009075,0.960296,0.368484,0.954980,0.506509,NaN,NaN,0.000000
ERTM,0.010000,5.000000,3.571429,2.857143,0.625000,0.200000,-9.932185,-3.996678,-6.184922,8.982124,1.555746,0.592782,1.362378,1.216776,NaN,NaN,0.000000
CERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.200000,-0.085570,-0.787169,2.784105,-0.375165,2.014630,0.848558,1.467828,1.827665,NaN,NaN,0.000000
ERRM,0.010000,5.000000,3.571429,2.857143,0.625000,0.200000,0.212899,-0.697262,3.377126,-0.437161,2.992184,4.743477,15.114664,2.065997,NaN,NaN,0.000000
CERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.200000,-0.085570,-0.787169,2.784105,-0.375165,2.014630,0.848558,1.467828,1.827665,NaN,NaN,0.000000
ERRM-NN,0.010000,5.000000,3.571429,2.857143,0.625000,0.200000,0.212899,-0.697262,3.377126,-0.437161,2.992184,4.743477,15.114664,2.065997,NaN,NaN,0.000000
ETM,0.010000,10.000000,3.571429,2.857143,0.625000,0.200000,0.418813,-0.221959,0.537098,0.502055,9.529997,2.055066,8.059614,4.119199,NaN,NaN,0.000000
ERTM,0.010000,10.000000,3.571429,2.857143,0.625000,0.200000,-15.442667,-6.591363,-10.618323,15.145360,19.026910,9.623089,11.366279,23.083877,NaN,NaN,0.000000
CERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.200000,0.334085,-1.584248,6.404371,-1.180930,10.433332,6.087637,4.785395,13.752637,NaN,NaN,0.000000
ERRM,0.010000,10.000000,3.571429,2.857143,0.625000,0.200000,5.046340,1.507298,8.494306,-1.948821,10.071380,9.005447,39.441860,15.778373,NaN,NaN,0.000000
CERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.200000,0.334085,-1.584248,6.404371,-1.180930,10.433332,6.087637,4.785395,13.752637,NaN,NaN,0.000000
ERRM-NN,0.010000,10.000000,3.571429,2.857143,0.625000,0.200000,5.045716,1.497102,8.495436,-1.948854,10.069918,9.004375,39.438696,15.778322,NaN,NaN,0.000000
ETM,0.010000,15.000000,3.571429,2.857143,0.625000,0.200000,-3.159651,-3.566085,0.302743,8.115444,20.118929,5.865704,18.791787,17.373932,NaN,NaN,0.000000
ERTM,0.010000,15.000000,3.571429,2.857143,0.625000,0.200000,-7.948278,-4.370321,-10.373102,11.815634,45.666715,23.823402,26.965313,58.964120,NaN,NaN,0.000000
CERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.200000,2.733819,-8.318003,33.957500,-5.187184,41.666816,24.883349,21.679558,45.007979,NaN,NaN,0.000000
ERRM,0.010000,15.000000,3.571429,2.857143,0.625000,0.200000,46.599788,41.727570,-14.207683,-7.076019,36.813278,52.531397,113.965331,46.030374,NaN,NaN,0.000500
CERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.200000,2.733819,-8.318003,33.957500,-5.187184,41.666816,24.883349,21.679558,45.007979,NaN,NaN,0.000000
ERRM-NN,0.010000,15.000000,3.571429,2.857143,0.625000,0.200000,32.572177,11.737148,5.061022,-6.761814,26.282056,15.989529,85.566948,46.431251,NaN,NaN,0.000500
ETM,0.020000,1.000000,3.571429,2.857143,0.625000,0.001000,-0.007809,0.001062,-0.008466,0.778587,0.821354,0.308656,0.812666,87.641469,NaN,NaN,0.000000
ERTM,0.020000,1.000000,3.571429,2.857143,0.625000,0.001000,0.299824,0.134522,0.164703,-56.742735,1.336977,0.297726,1.272187,64.051012,NaN,NaN,0.000000
CERRM,0.020000,1.000000,3.571429,2.857143,0.625000,0.001000,-0.780298,-0.274122,-3.988946,73.016167,1.519854,0.633591,1.085187,287.942712,NaN,NaN,0.000000
ERRM,0.020000,1.000000,3.571429,2.857143,0.625000,0.001000,-37.833589,-47.009557,-0.095870,3.734990,47.693279,60.792987,12.058606,323.879626,NaN,NaN,0.000000
CERRM-NN,0.020000,1.000000,3.571429,2.857143,0.625000,0.001000,-1.104158,-0.365048,-4.212830,122.376219,1.192504,0.521365,0.944883,220.637646,NaN,NaN,0.000000
